Sim_Lon    Sim_Lat    Sim_Timestamp
-80.910539, 31.377782, 1596395999.999995
-80.910630, 31.377743, 1596396029.999994
-80.910630, 31.377743, 1596396029.999994
-80.910630, 31.377743, 1596396059.999992
-80.910811, 31.377665, 1596396089.999990
-80.910901, 31.377627, 1596396119.999988
-80.910992, 31.377588, 1596396149.999987
-80.911083, 31.377549, 1596396179.999985
-80.911174, 31.377510, 1596396209.999983
-80.911265, 31.377472, 1596396239.999981
-80.911356, 31.377433, 1596396270.000020
-80.911448, 31.377395, 1596396300.000018
-80.911539, 31.377356, 1596396330.000016
-80.911630, 31.377318, 1596396360.000014
-80.911722, 31.377280, 1596396390.000012
-80.911813, 31.377242, 1596396420.000011
-80.911905, 31.377203, 1596396450.000009
-80.911997, 31.377165, 1596396480.000007
-80.912089, 31.377127, 1596396510.000005
-80.912180, 31.377089, 1596396540.000004
-80.912272, 31.377051, 1596396570.000002
-80.912364, 31.377013, 1596396600.000000
-80.912456, 31.376976, 1596396629.999998
-80.912548, 31.376938, 1596396659.999996
-80.912640, 31.376900, 1596396689.999995
-80.912733, 31.376862, 1596396719.999993
-80.912825, 31.376825, 1596396749.999991
-80.912917, 31.376787, 1596396779.999989
-80.913010, 31.376750, 1596396809.999988
-80.913102, 31.376713, 1596396839.999986
-80.913194, 31.376675, 1596396869.999984
-80.913287, 31.376638, 1596396899.999982
-80.913379, 31.376601, 1596396929.999980
-80.913472, 31.376564, 1596396960.000019
-80.913565, 31.376527, 1596396990.000017
-80.913657, 31.376490, 1596397020.000015
-80.913750, 31.376453, 1596397050.000013
-80.913843, 31.376416, 1596397080.000012
-80.913936, 31.376379, 1596397110.000010
-80.914028, 31.376343, 1596397140.000008
-80.914121, 31.376306, 1596397170.000006
-80.914214, 31.376270, 1596397200.000005
-80.914307, 31.376233, 1596397230.000003
-80.914400, 31.376197, 1596397260.000001
-80.930233, 31.392237, 1596411150.000018
-80.930205, 31.392267, 1596411180.000016
-80.930205, 31.392267, 1596411180.000016
-80.930205, 31.392267, 1596411210.000014
-80.930149, 31.392327, 1596411240.000012
-80.930121, 31.392357, 1596411270.000011
-80.930092, 31.392388, 1596411300.000009
-80.930062, 31.392418, 1596411330.000007
-80.930033, 31.392449, 1596411360.000005
-80.930003, 31.392480, 1596411390.000004
-80.929972, 31.392511, 1596411420.000002
-80.929941, 31.392542, 1596411450.000000
-80.929910, 31.392573, 1596411479.999998
-80.929879, 31.392604, 1596411509.999996
-80.929847, 31.392635, 1596411539.999995
-80.929815, 31.392667, 1596411569.999993
-80.929782, 31.392698, 1596411599.999991
-80.929749, 31.392730, 1596411629.999989
-80.929716, 31.392762, 1596411659.999988
-80.929682, 31.392794, 1596411689.999986
-80.929648, 31.392826, 1596411719.999984
-80.929614, 31.392858, 1596411749.999982
-80.929579, 31.392890, 1596411779.999980
-80.929544, 31.392922, 1596411810.000019
-80.929509, 31.392955, 1596411840.000017
-80.929473, 31.392988, 1596411870.000015
-80.929437, 31.393020, 1596411900.000013
-80.929400, 31.393053, 1596411930.000012
-80.929363, 31.393086, 1596411960.000010
-80.929326, 31.393119, 1596411990.000008
-80.929289, 31.393152, 1596412020.000006
-80.929251, 31.393185, 1596412050.000005
-80.929212, 31.393219, 1596412080.000003
-80.929174, 31.393252, 1596412110.000001
-80.929135, 31.393286, 1596412139.999999
-80.929095, 31.393320, 1596412169.999997
-80.929056, 31.393353, 1596412199.999995
-80.929016, 31.393387, 1596412229.999994
-80.928975, 31.393421, 1596412259.999992
-80.928935, 31.393455, 1596412289.999990
-80.928893, 31.393490, 1596412319.999988
-80.928852, 31.393524, 1596412349.999987
-80.928810, 31.393558, 1596412379.999985
-80.928768, 31.393593, 1596412409.999983
-80.922974, 31.399891, 1596426300.000000
-80.922910, 31.399905, 1596426329.999998
-80.922910, 31.399905, 1596426329.999998
-80.922910, 31.399905, 1596426359.999996
-80.922783, 31.399931, 1596426389.999995
-80.922720, 31.399944, 1596426419.999993
-80.922657, 31.399957, 1596426449.999991
-80.922594, 31.399970, 1596426479.999989
-80.922532, 31.399982, 1596426509.999988
-80.922469, 31.399995, 1596426539.999986
-80.922408, 31.400007, 1596426569.999984
-80.922346, 31.400019, 1596426599.999982
-80.922285, 31.400031, 1596426629.999980
-80.922224, 31.400042, 1596426660.000019
-80.922163, 31.400054, 1596426690.000017
-80.922102, 31.400065, 1596426720.000015
-80.922042, 31.400077, 1596426750.000013
-80.921983, 31.400088, 1596426780.000012
-80.921923, 31.400099, 1596426810.000010
-80.921864, 31.400109, 1596426840.000008
-80.921805, 31.400120, 1596426870.000006
-80.921746, 31.400130, 1596426900.000005
-80.921688, 31.400141, 1596426930.000003
-80.921630, 31.400151, 1596426960.000001
-80.921572, 31.400161, 1596426989.999999
-80.921514, 31.400170, 1596427019.999997
-80.921457, 31.400180, 1596427049.999995
-80.921400, 31.400190, 1596427079.999994
-80.921343, 31.400199, 1596427109.999992
-80.921287, 31.400208, 1596427139.999990
-80.921231, 31.400217, 1596427169.999988
-80.921175, 31.400226, 1596427199.999987
-80.921120, 31.400234, 1596427229.999985
-80.921065, 31.400243, 1596427259.999983
-80.921010, 31.400251, 1596427289.999981
-80.920956, 31.400259, 1596427320.000020
-80.920902, 31.400267, 1596427350.000018
-80.920848, 31.400275, 1596427380.000016
-80.920794, 31.400283, 1596427410.000014
-80.920741, 31.400290, 1596427440.000012
-80.920688, 31.400298, 1596427470.000011
-80.920635, 31.400305, 1596427500.000009
-80.920583, 31.400312, 1596427530.000007
-80.920531, 31.400319, 1596427560.000005
